REGION_N,REGION_C,PLN_AREA_N,PLN_AREA_C,SUBZONE_N,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011
,,,,,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income
CENTRAL REGION,CR,QUEENSTOWN,QT,DOVER,0.4747292418772563,2170,2560,3570,2800,11107.920664206642,0.4766187050359712,2220,2560,3560,2780,10985.649862511458,0.4782993799822852,2280,2650,3640,2720,10841.144144144144,0.4794871794871795,2430,2910,3720,2670,10633.264069264069,0.4813343923749007,2750,3280,3930,2660,10307.101286173633,0.4810606060606061,2980,3510,4110,2610,10096.57033051499,0.483271375464684,3100,3660,4100,2590,10050.390943396227,0.48200899550224885,3130,3610,4080,2530,10140.41127189642,0.4812398042414356,2710,3420,3770,2370,10446.338842975207,0.48469809760132343,2680,3400,3740,2290,10363.905158069883
CENTRAL REGION,CR,QUEENSTOWN,QT,GHIM MOH,0.4671480144404332,2570,3800,3460,4010,6565.931834662799,0.46405228758169936,2480,3870,3440,3980,6552.960698689956,0.46454948301329396,2430,3820,3460,3850,6493.808888888889,0.46547314578005117,2070,2950,3260,3460,6418.715753424657,0.46779661016949153,2140,2980,3280,3400,6432.734241908007,0.4693534844668346,2180,3070,3340,3310,6435.837974683544,0.46867167919799496,2190,3120,3370,3300,6449.355704697987,0.470042194092827,2190,3080,3320,3250,6443.849152542373,0.4699738903394256,2150,2890,3290,3170,6402.134733158356,0.469475494411006,2170,3090,3240,3130,6034.726015557476
CENTRAL REGION,CR,QUEENSTOWN,QT,HOLLAND DRIVE,0.45425867507886436,1530,2900,3900,4340,7053.819620253164,0.4580745341614907,1650,2970,3930,4340,7100.244548286604,0.45558086560364464,1760,3050,4070,4290,7058.173648134044,0.4592211609110948,1900,3220,4170,4300,7046.978629329403,0.45785714285714285,2050,3320,4350,4280,7015.197132616488,0.4578059071729958,2120,3460,4390,4250,7009.076923076923,0.4569262577532736,2200,3630,4460,4240,7008.916897506925,0.4598639455782313,2300,3800,4460,4160,6992.783321941217,0.46344735077129445,2360,3980,4480,4090,6968.929824561404,0.4650856389986825,2410,4270,4480,4020,6913.875579086697
CENTRAL REGION,CR,QUEENSTOWN,QT,KENT RIDGE,,0,0,0,0,,,0,0,0,0,,0.47619047619047616,140,210,280,220,21007.39024390244,0.4842105263157895,160,260,320,210,21011.010752688173,0.4854368932038835,170,290,350,220,20922.54,0.48148148148148145,170,320,370,210,20897.252336448597,0.4727272727272727,190,350,400,190,20890.623853211007,0.4732142857142857,190,350,410,180,20887.4,0.4666666666666667,220,390,420,180,20863.57627118644,0.472,250,430,430,160,20892.25806451613
CENTRAL REGION,CR,QUEENSTOWN,QT,MARGARET DRIVE,0.4791796146674953,3690,4700,4440,3270,9052.751423149904,0.4764667956157318,3620,4700,4180,3010,9028.69599474721,0.4766666666666667,3510,4730,3910,2850,8746.00406504065,0.4776536312849162,3370,4710,3680,2580,8469.795946890286,0.4773060029282577,3110,4610,3500,2450,8518.478770131771,0.47338403041825095,2170,3270,2920,2160,8671.912464319696,0.47106598984771575,1990,3000,2820,2050,8746.77517802645,0.47082906857727735,1950,3080,2750,2000,8768.283367556469,0.4745945945945946,1900,2820,2650,1920,8834.484848484848,0.4743729552889858,1860,2870,2620,1850,8820.320261437908
CENTRAL REGION,CR,QUEENSTOWN,QT,MEI CHIN,0.4723650385604113,2500,3870,4720,4490,9747.130659767141,0.47138263665594854,2540,3830,4840,4360,9623.701879455606,0.46995572422517395,2680,3920,4980,4260,9404.835668789809,0.472,2850,4070,5140,4200,9283.725636250776,0.472915398660986,2980,4140,5220,4090,9234.761203192142,0.4734328358208955,3200,4260,5330,3970,9196.397830018082,0.4745465184318315,3280,4390,5490,3910,9156.348699763594,0.47803468208092487,3420,4490,5620,3770,9070.10268378063,0.4808362369337979,3450,4470,5640,3650,9000.58264947245,0.4791907514450867,3520,4550,5650,3580,8994.73162193699
CENTRAL REGION,CR,QUEENSTOWN,QT,NATIONAL UNIVERSITY OF S'PORE,0.2916666666666667,30,180,50,0,,0.2903225806451613,50,210,60,10,,0.391304347826087,40,130,50,10,,0.375,40,130,50,10,,0.3103448275862069,50,200,50,10,,0.2777777777777778,40,260,60,10,,0.1951219512195122,40,310,60,0,,0.17777777777777778,50,340,60,0,,0.23684210526315788,50,270,60,0,,0.34615384615384615,60,150,60,0,
CENTRAL REGION,CR,QUEENSTOWN,QT,ONE NORTH,0.4861111111111111,180,190,300,50,21158.197183098593,0.4857142857142857,180,190,290,50,21185.647058823528,0.49230769230769234,150,170,280,40,21159.451612903227,0.5,130,170,250,50,21202.44827586207,0.5,140,160,240,50,21117.263157894737,0.4838709677419355,140,170,250,50,20916.827586206895,0.4918032786885246,120,180,240,50,21012.03448275862,0.4838709677419355,120,220,230,40,21107.241379310344,0.4909090909090909,100,180,220,50,21173.153846153848,0.5,80,170,170,40,21324.85714285714
CENTRAL REGION,CR,QUEENSTOWN,QT,PASIR PANJANG 1,0.4888888888888889,850,1270,1510,890,22277.171171171172,0.48423423423423423,840,1290,1450,850,22309.119266055044,0.4874141876430206,870,1230,1460,800,22376.666666666668,0.4858490566037736,870,1230,1400,760,22464.736842105263,0.4852941176470588,830,1210,1340,720,22486.557213930348,0.47880299251870323,820,1210,1290,700,22578.576530612245,0.48091603053435117,840,1180,1280,630,22655.409921671016,0.4832904884318766,820,1160,1290,610,22654.227513227514,0.48484848484848486,870,1220,1320,560,22572.685714285715,0.48517520215633425,830,1160,1200,510,22714.12222222222
CENTRAL REGION,CR,QUEENSTOWN,QT,PASIR PANJANG 2,0.4869281045751634,520,810,910,820,23462.66,0.48026315789473684,520,800,920,820,23453.979933110368,0.48328267477203646,570,910,1010,800,23348.12962962963,0.4880239520958084,600,930,1020,790,23356.103975535167,0.4839650145772595,650,960,1070,760,23378.686390532544,0.48579545454545453,710,980,1110,730,23369.02608695652,0.4843304843304843,730,960,1160,690,23425.418604651164,0.4868804664723032,740,930,1170,590,23387.121661721067,0.49283667621776506,760,980,1220,540,23426.169590643276,0.49122807017543857,740,970,1220,490,23461.345238095237
CENTRAL REGION,CR,QUEENSTOWN,QT,PORT,0.5,10,40,30,30,26058.0,0.45454545454545453,10,50,20,30,26058.0,0.5,10,40,30,30,26058.0,0.5,10,40,40,30,26058.0,0.5,20,50,40,30,26058.0,0.5,10,30,60,20,25137.666666666668,0.5333333333333333,10,50,50,30,26058.0,0.5217391304347826,30,80,90,60,26058.0,0.5,20,90,100,70,26058.0,0.5,40,80,100,60,26058.0
CENTRAL REGION,CR,QUEENSTOWN,QT,QUEENSWAY,0.48148148148148145,30,80,100,70,20960.76923076923,0.4827586206896552,40,90,120,70,20930.428571428572,0.5,40,90,120,70,21127.64285714286,0.5,40,80,100,60,21149.555555555555,0.5,30,80,100,70,21127.64285714286,0.5,50,90,100,60,20945.037037037036,0.4827586206896552,50,90,100,60,21107.241379310344,0.4827586206896552,50,80,100,50,21107.241379310344,0.4642857142857143,60,80,100,40,20945.037037037036,0.4642857142857143,60,90,90,40,21149.555555555555
CENTRAL REGION,CR,QUEENSTOWN,QT,SINGAPORE POLYTECHNIC,,0,0,0,0,,0.45454545454545453,40,30,40,20,,0.4166666666666667,40,40,40,10,,0.46153846153846156,40,50,50,10,,0.47058823529411764,60,60,50,10,,0.5,50,50,40,10,,0.4666666666666667,40,60,50,0,,0.4666666666666667,40,70,50,0,,0.46153846153846156,30,50,50,0,,0.42857142857142855,40,70,50,0,
CENTRAL REGION,CR,QUEENSTOWN,QT,TANGLIN HALT,0.4683663833805477,1590,2420,3220,3380,6015.756991321118,0.4702750665483585,1680,2670,3450,3450,5926.512635379061,0.4706382978723404,1820,2870,3600,3450,5863.210662080825,0.46806790622473726,1970,3080,3780,3530,5783.777959183673,0.47213622291021673,2110,3350,3980,3490,5682.534576534576,0.47112462006079026,2160,3460,4010,3540,5640.8588863463,0.473645137342242,2290,3580,4050,3540,5612.430815258041,0.47516679021497404,2270,3740,4020,3480,5422.563527653214,0.4748201438848921,2340,4020,4060,3500,5414.248005801305,0.47770700636942676,2390,4210,4070,3470,5391.570919458303
CENTRAL REGION,CR,RIVER VALLEY,RV,INSTITUTION HILL,0.47619047619047616,800,780,1130,450,20588.926517571887,0.4813753581661891,820,910,1210,550,20583.740634005764,0.4857142857142857,820,950,1180,560,20583.603448275862,0.4782608695652174,820,940,1160,540,20600.396501457726,0.47477744807121663,770,960,1130,520,20601.93432835821,0.47337278106508873,760,1010,1110,480,20601.738095238095,0.4725609756097561,710,1050,1070,440,20604.172839506173,0.46417445482866043,720,1060,1030,420,20605.459119496856,0.45514950166112955,670,990,990,380,20591.590604026846,0.45161290322580644,600,940,910,360,20616.028985507248
CENTRAL REGION,CR,RIVER VALLEY,RV,LEONIE HILL,0.4583333333333333,640,740,1210,540,20607.022508038586,0.45874587458745875,620,750,1180,490,20591.0365448505,0.45936395759717313,570,700,1100,460,20594.953736654803,0.45985401459854014,580,710,1060,410,20617.20588235294,0.466403162055336,510,670,960,380,20624.352,0.45901639344262296,510,660,920,370,20651.041666666668,0.46122448979591835,510,670,930,360,20674.05,0.45569620253164556,490,660,890,330,20655.52380952381,0.4517543859649123,480,630,860,320,20662.65137614679,0.452991452991453,510,670,870,310,20683.253333333334
CENTRAL REGION,CR,RIVER VALLEY,RV,ONE TREE HILL,0.441747572815534,380,460,720,510,21876.29126213592,0.4411764705882353,390,470,710,480,21916.5,0.44559585492227977,380,440,680,450,22002.78125,0.4444444444444444,370,420,670,440,22063.36170212766,0.4486486486486487,340,410,680,430,22117.97837837838,0.4540540540540541,350,410,670,400,22186.597826086956,0.4486486486486487,360,410,670,420,22267.221621621622,0.44751381215469616,330,410,660,390,22315.31111111111,0.4463276836158192,350,400,660,390,22397.702857142856,0.4482758620689655,360,390,640,350,22462.279069767443
CENTRAL REGION,CR,RIVER VALLEY,RV,OXLEY,0.44966442953020136,260,360,500,350,20992.993103448276,0.4452054794520548,260,340,490,380,20999.384615384617,0.4452054794520548,260,380,480,360,21072.86111111111,0.4513888888888889,240,360,470,360,21080.422535211266,0.45714285714285713,230,360,450,350,21096.202898550724,0.463768115942029,230,360,440,350,21112.925373134327,0.45652173913043476,240,370,440,340,21067.748148148148,0.45714285714285713,250,370,470,310,21026.844444444443,0.460431654676259,230,380,480,320,21067.748148148148,0.45652173913043476,240,380,460,300,21075.744360902256
CENTRAL REGION,CR,RIVER VALLEY,RV,PATERSON,0.4583333333333333,50,70,100,30,20766.083333333332,0.43478260869565216,40,60,100,20,20776.08695652174,0.42857142857142855,40,60,90,30,20787.0,0.47619047619047616,50,60,90,30,20798.95238095238,0.4444444444444444,40,60,70,20,20842.777777777777,0.4666666666666667,20,50,60,10,20904.133333333335,0.47058823529411764,20,50,60,10,20881.125,0.42857142857142855,30,40,70,20,20904.133333333335,0.42857142857142855,40,30,70,20,20960.76923076923,0.4166666666666667,40,30,60,0,21038.0
CENTRAL REGION,CR,ROCHOR,RC,BENCOOLEN,0.4732824427480916,160,330,430,410,8917.41935483871,0.46825396825396826,160,300,430,410,8754.479338842975,0.453125,170,300,410,390,8724.77049180328,0.47101449275362317,190,340,460,400,8824.984848484848,0.4689655172413793,220,350,500,390,8771.021582733812,0.4794520547945205,220,370,500,390,8943.971428571429,0.47651006711409394,230,390,510,360,8945.013888888889,0.477124183006536,240,430,510,370,8706.206896551725,0.47368421052631576,230,430,520,360,8554.109589041096,0.474025974025974,230,430,510,350,8672.107382550335
CENTRAL REGION,CR,ROCHOR,RC,FARRER PARK,0.5075187969924813,410,650,840,750,8786.37751004016,0.5091575091575091,440,660,880,750,8767.28125,0.5053003533568905,480,710,940,730,8784.441947565543,0.5152542372881356,490,760,930,770,8803.897435897436,0.5181518151815182,530,800,930,760,8756.870503597122,0.5207667731629393,570,870,950,760,8742.739436619719,0.5217391304347826,600,930,960,710,8765.105802047781,0.524390243902439,610,990,980,700,8763.664429530201,0.5278592375366569,640,1080,1020,690,8884.051612903226,0.5261627906976745,660,1120,1020,680,8975.584664536742
CENTRAL REGION,CR,ROCHOR,RC,KAMPONG GLAM,0.6666666666666666,0,30,30,50,20536.0,0.6153846153846154,0,40,40,50,20536.0,0.625,20,50,40,60,20536.0,0.6666666666666666,30,40,50,70,20536.0,0.6666666666666666,20,40,50,80,20536.0,0.6666666666666666,20,30,50,80,20536.0,0.6842105263157895,20,40,70,70,20536.0,0.7,20,50,60,70,20536.0,0.7058823529411765,10,50,50,50,20536.0,0.6875,10,50,40,70,22376.666666666668
CENTRAL REGION,CR,ROCHOR,RC,LITTLE INDIA,0.5153374233128835,410,760,970,1130,7430.112582781457,0.5177514792899408,440,790,1040,1120,7540.958466453674,0.5202312138728323,480,810,1090,1080,7617.308176100629,0.5234159779614325,520,880,1130,1100,7526.193939393939,0.527027027027027,530,880,1200,1100,7525.743283582089,0.5272727272727272,590,970,1240,1080,7583.9654178674355,0.5228426395939086,610,1020,1230,1070,7491.348441926346,0.5233415233415234,660,1080,1280,1050,7567.478021978022,0.5173267326732673,650,1120,1250,1010,7600.249322493225,0.5169902912621359,720,1170,1260,990,7689.162666666667
CENTRAL REGION,CR,ROCHOR,RC,MACKENZIE,0.5454545454545454,20,40,40,0,20536.0,0.5454545454545454,20,40,30,0,20536.0,0.5,40,40,50,10,20536.0,0.5384615384615384,40,40,50,10,20536.0,0.5,30,50,40,0,20536.0,0.5454545454545454,30,40,40,0,20536.0,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,ROCHOR,RC,MOUNT EMILY,0.4723926380368098,310,530,600,190,20747.03184713376,0.4675324675324675,280,530,560,180,20755.417218543047,0.4621212121212121,240,440,480,180,20751.703125,0.453781512605042,230,370,430,170,20778.19298245614,0.46153846153846156,220,400,410,150,20829.203539823007,0.4774774774774775,210,380,380,140,20848.56603773585,0.47058823529411764,190,360,340,130,20930.428571428572,0.46601941747572817,200,380,320,130,20930.428571428572,0.47058823529411764,200,370,320,140,20991.422680412372,0.4845360824742268,180,380,310,120,21156.449438202246
CENTRAL REGION,CR,ROCHOR,RC,ROCHOR CANAL,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,ROCHOR,RC,SELEGIE,0.5238095238095238,30,50,60,70,21324.85714285714,0.5217391304347826,30,60,90,70,21256.260869565216,0.5454545454545454,40,60,80,60,21061.904761904763,0.5416666666666666,40,60,80,70,21038.0,0.52,40,90,90,70,21226.25,0.5357142857142857,40,100,80,70,21198.64,0.5384615384615384,40,90,70,70,21226.25,0.5555555555555556,40,90,80,60,21198.64,0.5517241379310345,50,100,80,60,21149.555555555555,0.5483870967741935,60,100,80,60,21127.64285714286
CENTRAL REGION,CR,ROCHOR,RC,SUNGEI ROAD,0.4975609756097561,330,470,570,690,4662.009852216749,0.4975609756097561,330,470,580,690,4662.009852216749,0.5,370,480,630,650,4707.264150943396,0.5,390,530,670,670,4666.126696832579,0.5063829787234042,420,580,670,690,4671.931034482759,0.5082644628099173,430,620,690,700,4684.234309623431,0.5041322314049587,430,620,700,660,4710.100418410042,0.5020242914979757,440,660,710,680,4766.041152263375,0.4979919678714859,440,670,710,680,4845.7959183673465,0.5,450,670,730,660,4897.211382113821
CENTRAL REGION,CR,ROCHOR,RC,VICTORIA,0.4772727272727273,150,400,510,700,7023.116279069767,0.48148148148148145,160,430,570,740,7588.27027027027,0.47643979057591623,170,460,590,700,7575.05376344086,0.47474747474747475,210,480,600,690,7480.03125,0.4729064039408867,220,510,640,680,7375.818181818182,0.47342995169082125,220,540,660,660,7418.945273631841,0.4716981132075472,230,570,690,650,7302.961165048544,0.47417840375586856,250,580,680,640,7228.174757281553,0.47085201793721976,260,630,700,640,7229.75,0.47619047619047616,300,670,720,630,7207.571428571428
NORTH-EAST REGION,NER,SELETAR,SL,PULAU PUNGGOL BARAT,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,SELETAR,SL,PULAU PUNGGOL TIMOR,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,SELETAR,SL,SELETAR,0.4642857142857143,60,50,120,40,26058.0,0.46153846153846156,60,40,120,30,26058.0,0.4583333333333333,60,20,120,30,26058.0,0.5,50,20,100,20,26058.0,0.4782608695652174,70,30,110,10,26058.0,0.5,70,30,120,30,26058.0,0.4827586206896552,70,40,140,30,26058.0,0.5,70,50,130,30,26058.0,0.4642857142857143,70,70,120,40,26058.0,0.4482758620689655,80,70,120,30,26058.0
NORTH-EAST REGION,NER,SELETAR,SL,SELETAR AEROSPACE PARK,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SEMBAWANG,SB,ADMIRALTY,0.492816091954023,3400,3820,4440,2280,8759.31991373113,0.49395017793594304,3580,3920,4470,2110,8736.061253561253,0.4950564971751412,3690,4050,4450,2000,8710.823446327684,0.4951657458563536,3870,4210,4500,1900,8698.03178991016,0.49586776859504134,3910,4370,4470,1760,8747.472088215025,0.49444444444444446,3910,4500,4320,1690,8806.771369006254,0.4962518740629685,3590,4220,3980,1540,9010.022522522522,0.4991830065359477,3310,4000,3560,1370,9350.18821603928,0.4991896272285251,3380,4270,3370,1310,9359.357142857143,0.49959250203748984,3410,4400,3230,1240,9397.720588235294
NORTH REGION,NR,SEMBAWANG,SB,SEMBAWANG CENTRAL,0.4902298850574713,8100,10420,11040,5270,10563.763005780347,0.48944281524926686,8070,10120,11030,4900,10652.365781710914,0.4916530278232406,7380,8760,10180,4220,10646.12504113195,0.49111036564911104,7370,8650,9910,3880,10574.903204047218,0.49254249046132503,7120,8570,9580,3550,9971.352407536637,0.4921070693205216,7370,8800,9650,3340,9970.0,0.49222447599729546,7640,9220,9600,3150,9977.661224489795,0.495965030262273,7890,9590,9510,2730,9976.720914593141,0.4969798657718121,8070,9960,9260,2530,9960.595973154363,0.49766042780748665,8240,10280,9030,2370,9960.989304812834
NORTH REGION,NR,SEMBAWANG,SB,SEMBAWANG EAST,0.4930795847750865,4500,7030,4320,1500,7284.836699365263,0.4927412467976089,2990,4890,2870,970,7567.243381725021,0.4911660777385159,2100,3540,2210,660,7518.025912838633,0.5,410,600,440,150,8307.182389937107,,0,0,0,0,,,0,0,0,0,,0.5454545454545454,30,30,30,40,26058.0,0.5,10,40,40,30,26058.0,0.5454545454545454,10,40,40,30,26058.0,0.5,40,40,40,30,26058.0
NORTH REGION,NR,SEMBAWANG,SB,SEMBAWANG NORTH,0.49921691464369616,6180,6850,8390,4140,9300.059842519686,0.49747964327258626,6450,7030,8460,3870,9295.840218238503,0.4984732824427481,6710,7330,8510,3660,9270.345991561182,0.4990730441230997,7100,7830,8610,3450,9256.748137108792,0.49760236075248987,7300,8200,8530,3100,9313.566789667897,0.4985107967237528,7310,8390,8340,2830,9453.618479880775,0.49812171299774605,7280,8710,8010,2620,9570.063885757234,0.49865642994241843,7210,8760,7720,2390,9696.027660391856,0.4971209213051823,7260,9100,7490,2200,9701.086021505376,0.497116493656286,7370,9380,7210,2060,9709.87610619469
NORTH REGION,NR,SEMBAWANG,SB,SEMBAWANG SPRINGS,0.49284928492849284,2330,2810,2790,1190,21760.27713625866,0.49236192714453586,2180,2570,2630,1140,21846.53646477132,0.49114331723027377,1530,1610,2090,980,22342.173764906303,0.48919449901768175,1230,1220,1730,910,22807.052192066807,0.4870259481037924,1240,1240,1660,900,22919.42735042735,0.48717948717948717,1040,1050,1380,830,23324.748743718592,0.48931116389548696,1040,1040,1350,800,23468.668393782384,0.4878048780487805,900,910,1130,750,23898.650746268657,0.489010989010989,900,920,1140,700,23886.23780487805,0.4888268156424581,890,910,1110,680,23883.7125
NORTH REGION,NR,SEMBAWANG,SB,SEMBAWANG STRAITS,0.5130890052356021,420,510,640,350,26000.178010471205,0.5172413793103449,400,430,580,340,26026.08092485549,0.5174418604651163,410,450,590,290,25993.79069767442,0.5170454545454546,410,460,600,290,25995.25,0.52,430,440,620,260,25994.891428571427,0.52046783625731,440,430,580,250,25993.035294117646,0.514792899408284,420,420,590,240,25992.261904761905,0.5161290322580645,380,410,530,230,25986.285714285714,0.5223880597014925,330,350,490,190,25974.962406015038,0.5294117647058824,280,330,410,170,25964.406779661018
NORTH REGION,NR,SEMBAWANG,SB,SENOKO NORTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SEMBAWANG,SB,SENOKO SOUTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SEMBAWANG,SB,THE WHARVES,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,SENGKANG,SE,ANCHORVALE,0.4925187032418953,13550,14460,13710,6410,10559.805070656692,0.49301825993555315,13340,14410,13090,5720,10567.05864661654,0.4922267946959305,12540,13740,12290,5190,10275.583904892546,0.491490982981966,11110,12300,11300,4670,9434.168656337313,0.4897907095456866,10970,12670,11160,4390,9470.77814654072,0.491062039957939,10520,12700,10830,4000,9591.561514195584,0.4921185372005044,8920,9820,9600,3400,9890.354350567466,0.4922829581993569,8850,10160,9080,3030,9965.349839228296,0.4937359460327658,8900,10800,8600,2850,9953.958239640218,0.49420476497102384,8860,11350,8190,2660,9948.733419188668
NORTH-EAST REGION,NER,SENGKANG,SE,COMPASSVALE,0.48520992366412213,5850,6360,6100,2660,11035.76110845676,0.4860651865847898,6020,6750,5850,2560,10951.232514177695,0.4865375531412376,5990,7210,5570,2390,10960.293144208037,0.4879807692307692,5910,7420,5210,2270,10831.63959634791,0.48875802997858675,5310,6920,4540,1900,10485.959271168274,0.4883846569421934,5170,7240,4300,1810,10448.370810810811,0.4897959183673469,4610,6340,3760,1480,10486.906152889993,0.49055330634278005,4210,6000,3270,1350,9814.654915254237,0.48879837067209775,4100,6270,3100,1260,9797.765347885403,0.4884856943475227,3890,6350,2940,1170,9784.619915848527
NORTH-EAST REGION,NER,SENGKANG,SE,FERNVALE,0.4907328685597687,16850,17760,16770,7430,10298.856310013718,0.49065505352930505,16150,17370,14890,6720,9989.428728471968,0.49080096636312953,15880,17950,13830,6160,9811.178370259106,0.4915628766572921,14620,17270,12310,5580,9400.306035358666,0.49203500112183085,12830,16360,10580,4790,8686.993668023519,0.4933970216352908,10020,13740,8100,3740,8490.640749148695,0.49045671438309474,8000,11270,6770,3300,8528.16706938212,0.49120654396728014,6570,9470,5660,2760,8732.59194686592,0.48936170212765956,5470,8210,4710,2270,9155.120197044334,0.49094202898550726,4270,6550,3860,1890,9789.5
NORTH-EAST REGION,NER,SENGKANG,SE,LORONG HALUS NORTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,SENGKANG,SE,RIVERVALE,0.4935500083766125,13070,16590,18890,11150,11012.36488524041,0.49410004985873357,13600,16720,19270,10580,10996.733045212766,0.4941467436108821,14120,17130,19490,9930,10966.266402901418,0.49315738025415445,14780,17570,19780,9280,10934.501873879746,0.4933028422084286,15120,17690,19820,8590,10917.483175432864,0.4943200801871032,15110,17380,19430,7940,10767.03558897243,0.49484884310082755,15200,17480,19210,7330,10580.10773387369,0.49437412095639943,14930,16890,18460,6590,10710.005977496483,0.4961531579889068,14950,17040,17930,5940,10889.395956342816,0.49706666666666666,15390,17640,17670,5580,10890.553244444445
NORTH-EAST REGION,NER,SENGKANG,SE,SENGKANG TOWN CENTRE,0.4902087716458974,14220,18960,18420,10220,10369.143321416965,0.4913961038961039,14440,19110,18450,9630,10347.75,0.4920842173984005,14570,19340,18480,8870,10325.357798165138,0.4928418627612309,14840,19190,18540,8220,10313.263627353816,0.4930032292787944,14030,16780,17710,7240,10241.599567489639,0.492408999451253,14150,16380,17550,6590,10097.220450797142,0.49386945546339706,14660,17090,17620,6080,10097.904435629282,0.49398887493271126,14980,17620,17430,5710,10108.734745154343,0.4942175641488977,15100,17960,17020,5280,10119.311878502984,0.4952865761689291,14800,17110,16260,4880,10221.351942663146
NORTH-EAST REGION,NER,SENGKANG,SE,SENGKANG WEST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,SERANGOON,SG,LORONG CHUAN,0.4817432273262662,1730,2190,2630,1960,23290.42619047619,0.4799054373522459,1720,2180,2670,1880,23290.394736842107,0.4823943661971831,1800,2210,2720,1790,23303.55819477435,0.4816132858837485,1860,2120,2770,1690,23356.589928057554,0.4797136038186158,1870,2040,2800,1680,23377.61313868613,0.47794994040524436,1930,2050,2850,1570,23394.289185905225,0.4804733727810651,1990,2020,2900,1550,23403.96368038741,0.48086124401913877,2020,1990,2890,1470,23391.50855745721,0.48279952550415184,2090,2030,2890,1410,23327.12,0.4830409356725146,2170,2030,2950,1390,23293.693413173653
NORTH-EAST REGION,NER,SERANGOON,SG,SELETAR HILLS,0.4928619986403807,2730,3840,4270,3870,25297.1241473397,0.49157303370786515,2670,3730,4170,3670,25299.697183098593,0.492816091954023,2670,3640,4140,3460,25317.48666186013,0.4903777619387028,2770,3680,4220,3360,25331.213161659514,0.4913169319826339,2850,3600,4180,3190,25360.23093681917,0.49410898379970547,2880,3540,4190,2980,25428.549222797927,0.4904507257448434,2790,3400,4100,2810,25494.357636224096,0.4898119122257053,2810,3350,3990,2640,25471.015748031496,0.4886914378029079,2760,3260,3870,2490,25456.4162601626,0.4879668049792531,2770,3140,3820,2320,25468.003338898165
